ESTABLISHMENT_ID,ESTABLISHMENT_NAME,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_NEIGHBORHOOD
10487046,VALLEY FARM PRODUCE,466 DANFORTH AVE,Keelesdale-Eglinton West
10436099,HARBOUR CLUB AT YORK QUAY,99 HARBOUR SQ,St.Andrew-Windfields
9000917,B & B FISH & CHIPS,1116 QUEEN ST E,Mimico
10447170,GRAHAM MUNRO CENTRE,356 DUNDAS ST W,Bayview Village
9013165,ROYAL CANADIAN LEGION,100 SALOME DR,Trinity-Bellwoods
10620917,SUBWAY - CENTRAL SQUARE,4700 KEELE ST,Mount Olive-Silverstone-Jamestown
10319939,PIZZA PIZZA,9390 SHEPPARD AVE E,Rosedale-Moore Park
10367133,PR CREATIVE CATERERS,4478 CHESSWOOD DR,Mount Olive-Silverstone-Jamestown
9003974,DANA HOSPITALITY APOTEX,150 SIGNET DR,Alderwood
10515100,Tim Hortons Express,75 ASHTONBEE RD,Waterfront Communities-The Island
10508110,THE CAT PUB AND EATERY,3513 DUNDAS ST W,O'Connor-Parkview
9015847,THE KITCHEN TABLE,10 QUEENS QUAY  W,St.Andrew-Windfields
10624535,Gulf,427 KENNEDY RD,Black Creek
9015435,TENDER LOVING CARE,44 CROSS ST,Wexford/Maryvale
10600635,THE QUEENS SHOPPE,1169 BLOOR ST W,Kennedy Park
9413217,THE FOX & FIDDLE,4946 DUNDAS ST W,Markland Wood
10533098,SNACK SHOP,2621 MIDLAND AVE,Trinity-Bellwoods
10478240,Lavazza,225 QUEENS QUAY  W,St.Andrew-Windfields
10552714,SUBWAY,6017 YONGE ST,Morningside
9005886,GAMBERONI SEAFOOD,3238 YONGE ST,Agincourt South-Malvern West
10647976,McSORLEY'S SALOON & GRILL,1544 BAYVIEW AVE,Forest Hill South
10511094,HARD HAT CAFE,10 KINGS COLLEGE RD,Taylor-Massey
10320424,TCDSB - HOSPITALITY AND TOURISM PATHWAY,49 FELSTEAD AVE,Newtonbrook West
10647778,KIDS LOVE DAYCARE KITCHEN,38 PAYZAC AVE,Bridle Path-Sunnybrook-York Mills
9015821,HOLLAND STORE,2542 WESTON RD,Caledonia-Fairbank
9010365,MONTGOMERY'S INN,4709 DUNDAS ST W,Henry Farm
10514992,MATSUDA JAPANESE CUISINE & TEPPANYAKI,1300 DON MILLS RD,South Parkdale
10411486,CHIPOTLE MEXICAN GRILL,123 FRONT ST W,St.Andrew-Windfields
10548454,JIMMY'S COFFEE,15 OSSINGTON AVE,Lansing-Westgate
10599883,DAVENPORT PERTH CHILD DROP IN CENTRE,1900 DAVENPORT RD,Weston-Pellam Park
10490543,DUPONT BBQ GRILL HOUSE III,1546 DUPONT ST,Danforth
9017494,WHITEHOUSE MEATS,93 FRONT ST E,St.Andrew-Windfields
10390087,BATALA SUPERMARKET,200 MARKHAM RD,Kingsway South
10295671,CANYON CREEK CHOPHOUSE,25 CARLSON CRT,Banbury-Don Mills
10486447,SHOPPERS DRUG MART,2345 YONGE ST,Forest Hill North
10483361,LIUUIL HOT POT,77 HURON ST,Bayview Village
10555695,PAGE ONE,106 MUTUAL ST,Pelmo Park-Humberlea
10500509,RABBA MARCHE,126 SIMCOE ST,St.Andrew-Windfields
9007945,JUG CITY,1620 ALBION RD,Mount Pleasant East
9012780,THE RANLEIGH RASCALS DAYCARE,81 RANLEIGH AVE,Agincourt South-Malvern West
10270821,SUSHI 2 GO,2976 BLOOR ST W,Henry Farm
9031124,STARBUCKS COFFEE,555 UNIVERSITY AVE,Wychwood
9012308,PLAY CARE - WEST SCARBOROUGH COMMUNITY CENTRE,313 PHARMACY AVE,Black Creek
10247393,BASKIN-ROBBINS,5925 LESLIE ST,East End-Danforth
10410353,SOBEYS,777 BAY ST,Wychwood
10620600,LIN'S STANLEY VARIETY STORE,237 GERRARD ST E,Malvern
10523587,GREEN BOX EXPRESS,200 UNIVERSITY AVE,Wychwood
10632653,HAPPYLAND PUB & FAST FOOD,594 MARLEE AVE,Rexdale-Kipling
10533311,TIM HORTONS,4915 BATHURST ST,Yonge-St.Clair
10556137,ST. ANDREW'S CHURCH,73 SIMCOE ST,Wychwood
9015982,THE REBEL HOUSE,1068 YONGE ST,Broadview North
10492908,CASA LOMA,1 AUSTIN TER,Willowdale East
10547862,FRESHLY SQUEEZED,3401 DUFFERIN ST,Rexdale-Kipling
10548084,BRIOCHE DOREE,200 WELLINGTON ST W,St.Andrew-Windfields
10554356,HOUSELINK COMMUNITY HOMES,805 BLOOR ST W,Oakwood Village
9043851,TIM HORTONS,200 ELIZABETH ST,Wychwood
10447647,BENTO SUSHI,201 LLOYD MANOR RD,Yorkdale-Glen Park
10275389,CONCESSION #1,170 PRINCES BLVD,North Riverdale
10219778,GINGER,546 CHURCH ST,Pelmo Park-Humberlea
9007734,JENNY CRAIG WEIGHT LOSS CENTRE,1448 LAWRENCE AVE E,Briar Hill-Belgravia
10207323,TAJ BANQUET HALL,4611 STEELES AVE W,Alderwood
10639767,Catamaran Take-Out,316 PAINTED POST DR,Beechborough-Greenbrook
9006281,John Sun Chinese Medicine and Acupuncture Center,4465 SHEPPARD AVE E,Trinity-Bellwoods
10580511,A1 Pizza,151 MORNINGSIDE AVE,Bridle Path-Sunnybrook-York Mills
10617933,PI-CO,170 UNIVERSITY AVE,Wychwood
10633998,ORIENTAL DELIGHT,384 YONGE ST,Wychwood
10613144,DOMINO'S,4053 SHEPPARD AVE E,Trinity-Bellwoods
10382554,KNV FOODS CORP,1 WESTSIDE DR,Markland Wood
10560342,MGH VARIETY STORE INC.,1317 DANFORTH AVE,Newtonbrook West
10334676,211-V-CONCESSION,1 BLUE JAYS WAY,St.Andrew-Windfields
10330614,HAPPY DAY'S RESTAURANT & BAR,1802 DANFORTH AVE,Etobicoke West Mall
10553868,DRUPATI'S ROTI SHOP,35 WOODBINE DOWNS BLVD,Banbury-Don Mills
10510162,ANNETTE FOOD MARKET,240 ANNETTE ST,Maple Leaf
10344634,SOBEYS URBAN FRESH,22 FORT YORK BLVD,North Riverdale
10186365,CANADA HERB,141 OSSINGTON AVE,Lansing-Westgate
10522120,CNC Child Care Centre,116 INDUSTRY ST,Blake-Jones
10527963,DAILY PRESS JUICERY,198 QUEEN ST W,St.Andrew-Windfields
9348578,147 ELDER ST INC.,147 ELDER ST,Roncesvalles
9004699,LEN DUCKWORTH FISH & CHIPS,2638 DANFORTH AVE,Lawrence Park North
10630166,SLANTED DOOR,442 BLOOR ST W,Broadview North
10394473,FATHER HENRY CARR CATHOLIC HIGHSCHOOL CAFETERIA,1760 MARTIN GROVE RD,Banbury-Don Mills
9017624,WOLFIE'S,670 SHEPPARD AVE W,Roncesvalles
10508234,HABIBA HOME OF MIDDLE EASTERN CUISINE,43 DRUMMOND ST,Milliken
10449537,Runnymede Health Care Centre - Kitchen,625 RUNNYMEDE RD,Maple Leaf
10432206,AMAYA EXPRESS,263 KING ST E,Malvern
10360605,DANFORTH EAST SOCCER CLUB,1772 DANFORTH AVE,Etobicoke West Mall
10482302,TIM HORTONS,1670 MCCOWAN RD,Trinity-Bellwoods
10647078,DO EAT,623 BLOOR ST W,Oakwood Village
10260636,ASIAN GOURMET WOK & GRILL,1000 GERRARD ST E,Mimico
10258433,PIZZA HUT,720 KING ST W,North Riverdale
9010915,NEW YORKER DELI,1140 BAY ST,Wychwood
9008374,KNOB HILL DAY NURSERY,23 GAGE AVE,Runnymede-Bloor West Village
10500342,WAL-MART SUPERCENTRE #1139,3757 KEELE ST,Mount Olive-Silverstone-Jamestown
9387641,ETOBICOKE COLLEGIATE CAFETERIA,86 MONTGOMERY RD,Henry Farm
10372133,PIZZA PIZZA,208 QUEENS QUAY  W,St.Andrew-Windfields
10616027,ONE ACADEMY,858 EASTERN AVE,Newtonbrook West
9013577,SCARBORO GOLF AND COUNTRY CLUB,321 SCARBOROUGH GOLF CLUB RD,Beechborough-Greenbrook
10477499,DELYSEES,780 KING ST W,North Riverdale
9420567,MILANO'S PIZZA,3886 BLOOR ST W,Markland Wood
9002852,CHILDSPACE DAY CARE,690 CARLAW AVE,Englemount-Lawrence
10596994,M & M FOOD MARKET,1760 FINCH AVE E,East End-Danforth
10494103,PIZZA PIZZA,85 DANFORTH AVE,Englemount-Lawrence
9020642,ROUGE VALLEY SYSTEM,2867 ELLESMERE RD,Rouge
10573546,JJ BEAN,130 ADELAIDE ST W,Wychwood
10306801,SHINING GOLD IMPORT & EXPORT PRODUCTS,542 DUNDAS ST W,Bayview Village
10196948,TIM HORTONS,2 QUEEN ST E,Pelmo Park-Humberlea
10202851,JIMMY THE GREEK,3401 DUFFERIN ST,Rexdale-Kipling
10467936,AMPLE HABITAT,1529 DUPONT ST,Danforth
10326118,T & P VIETNAM MARKET,2776 DUNDAS ST W,Maple Leaf
10475797,CENTRE CAFE,5 PARK HOME AVE,Yonge-St.Clair
10516898,BULK BARN,393 KING ST W,St.Andrew-Windfields
10385170,CJ LUNCH BOX,409 RICHMOND ST W,St.Andrew-Windfields
10483658,THE MOD CLUB,722 COLLEGE ST,Oakwood Village
10431536,DENICK'S ROTI FACTORY,750 OAKDALE RD,Westminster-Branson
10642035,LOB,100 BROADVIEW AVE,Mimico
10561451,SHELL,2799 LAKE SHORE BLVD W,Humewood-Cedarvale
10576806,TEAVANA,1800 SHEPPARD AVE E,Tam O'Shanter-Sullivan
10481321,REDS MIDTOWN TAVERN,382 YONGE ST,Wychwood
9009645,MARKHAM STATION,5117 SHEPPARD AVE E,Trinity-Bellwoods
10399667,AFRICAN PALACE RESTAURANT,977 BLOOR ST W,Oakwood Village
9031703,TIM HORTONS,246 BLOOR ST W,Broadview North
10456438,LITTLE HUT CAFE,2 BLOOR ST W,Broadview North
10506371,DISTRICT 28,20 LOGAN AVE,Mimico
9018474,TIM HORTONS,860 YORK MILLS RD,New Toronto
9416544,CHARLEY'S CARIBBEAN CUISINE,1158 MORNINGSIDE AVE,Cliffcrest
9017937,TED'S COLLISION,573 COLLEGE ST,Oakwood Village
10403330,LAU SUN MOU TEA,4400 SHEPPARD AVE E,Trinity-Bellwoods
10603207,BASIL EXPRESS,353 DANFORTH AVE,Englemount-Lawrence
10536123,Pizza Nova,2763 DANFORTH AVE,Lawrence Park North
10440400,BOOSTER JUICE,1800 SHEPPARD AVE E,Tam O'Shanter-Sullivan
10525378,REVUE CINEMA,400 RONCESVALLES AVE,Cabbagetown-South St.James Town
10470740,EASTVIEW NEIGHBOURHOOD COMMUNITY CENTRE,86 BLAKE ST,Lawrence Park South
10617539,ONEZO TAPIOCA,5 NORTHTOWN WAY,Casa Loma
9019144,ROYAL CANADIAN LEGION BRANCH 617,937 WARDEN AVE,Waterfront Communities-The Island
10398776,SUKI JAPANESE RESTAURANT,48 ST CLAIR AVE E,Church-Yonge Corridor
10430908,EDULIS,169 NIAGARA ST,North Riverdale
10548911,HELLENIC HOME SCARBOROUGH,2411 LAWRENCE AVE E,Woodbine Corridor
10502941,PIZZA PIZZA,558 BLOOR ST W,Broadview North
10600287,UNCLE MIKEY'S,1597 DUNDAS ST W,Centennial Scarborough
9006935,HILARY'S PHARMACY,811 DUNDAS ST W,Lansing-Westgate
10352327,ANDY'S SAUSAGES,63 MULOCK AVE,Maple Leaf
9007403,INDIAN GROCERIES AND SPICES,105 SELECT AVE,West Hill
10404804,KFC SELECT,730 YONGE ST,Wychwood
10204686,WALLY'S SMOKE,786 ANNETTE ST,O'Connor-Parkview
10640841,A & W,605 ROGERS RD,Hillcrest Village
10461487,Starlite Family Restaurant,1157 ELLESMERE RD,Runnymede-Bloor West Village
10558988,PANCHOS BAKERY,1015 DUFFERIN ST,Danforth
10222750,SUPER VARIETY & DRY CLEANERS,1430 KING ST W,Stonegate-Queensway
10576112,THAI ONE ON,2070 AVENUE RD,Mount Dennis
10638310,MAMA'S INASAL,3258 LAWRENCE AVE E,Beechborough-Greenbrook
10637505,Tanjore Catering & Sweets,3478 LAWRENCE AVE E,Beechborough-Greenbrook
10617375,MAYRIK,1580 BAYVIEW AVE,Forest Hill South
9015691,THE DONUT FACTORY,101 PAPE AVE,Mimico
10548608,TIM HORTONS,120 BREMNER BLVD,St.Andrew-Windfields
10386640,CHINESE HALAL RESTAURANT,101 RAVEL RD,East End-Danforth
10188398,STARBUCKS COFFEE,130 SPADINA AVE,St.Andrew-Windfields
10626494,HOTEL X - MAXX'S RESTARUANT - 2ND FLOOR,111 PRINCES BLVD,North Riverdale
9397606,SOBEYS (STORE #7383),125 THE QUEENSWAY,Elms-Old Rexdale
10598805,CHAMSINE,1808 EGLINTON AVE W,Guildwood
9005503,FKK WHOLESALE C & C,920 CALEDONIA RD,Rexdale-Kipling
9005454,FIRGROVE PUBLIC SCHOOL,270 FIRGROVE CRES,Westminster-Branson
10577337,POOP CAFE,706 BLOOR ST W,Broadview North
10568657,FRESHII,55 AVENUE RD,Broadview North
9015848,THE KITCHEN TABLE,389 SPADINA RD,Willowdale East
10508109,MC DONALDS,1530 ALBION RD,Mount Pleasant East
9015545,THE BAY,25 THE WEST MALL,Markland Wood
9062308,INTERNATIONAL NEWS,200 KING ST E,Malvern
9058436,BARGAIN CLUB,2343 KEELE ST,Oakridge
10411465,FOX  THEATRE,2236 QUEEN ST E,Willowridge-Martingrove-Richview
9385095,GOLDEN PINNACLE FOOD,63 SILVER STAR BLVD,West Hill
10335091,STARBUCKS COFFEE,2555 VICTORIA PARK AVE,Kingsview Village-The Westway
9006575,BEDFORD HOUSE,136 BEDFORD RD,Broadview North
9092492,IKQUID,101 TORO RD,Mount Olive-Silverstone-Jamestown
10645190,EGGSPECTATION,345 BLOOR ST E,Moss Park
9010129,MIKE'S FISH MARKET,93 FRONT ST E,St.Andrew-Windfields
10433626,GABBY'S,727 DANFORTH AVE,Lawrence Park South
10626061,KHAU GULLY,1987 YONGE ST,Forest Hill North
10518660,POPEYES LOUISIANA KITCHEN,865 YORK MILLS RD,South Parkdale
10500552,DAVIDS TEA,2 ST CLAIR AVE W,West Humber-Clairville
10581802,Malvern JPS Student Nutrition Program,70 MAMMOTH HALL TRL,Cliffcrest
10622109,YONGE ST WAREHOUSE,336 YONGE ST,Wychwood
10568812,UPPER DECK,20 COLLEGE ST,Wychwood
9423695,THE STEAK MASTER,3882 BLOOR ST W,Markland Wood
10310113,MIDPOINT BISTRO,1180 QUEEN ST W,Centennial Scarborough
10443994,LA PREP,20 ADELAIDE ST E,Pelmo Park-Humberlea
9056538,SUNSHINE CHILD CARE,176 LESLIE ST,Mimico
9007398,SAFFRON & CORIANDER,1983 LAWRENCE AVE E,Waterfront Communities-The Island
9013460,SANKO TRADING CO.,730 QUEEN ST W,North Riverdale
10500471,BRASILEIRISSIMO STEAK HOUSE,1209 DUNDAS ST W,Lansing-Westgate
10495517,PAINTLOUNGE,1173 QUEEN ST E,Mimico
10577004,POKITO,420 QUEEN ST W,Bayview Village
9011985,PICCOLA CITTA BAR & CAFE,3685 KEELE ST,Mount Olive-Silverstone-Jamestown
10396018,HAWTHORNE PLACE CARE CENTRE,2045 FINCH AVE W,Westminster-Branson
10287358,KIM PO VIETNAMESE CUISINE,58 REDLEA AVE,West Hill
10645631,MARKET BALKAN,2881 DUFFERIN ST,Rexdale-Kipling
10627363,AL NOOR GRILL,234 PARLIAMENT ST,High Park North
10646214,SAM'S RESTAURANT,5 RONCESVALLES AVE,Woodbine-Lumsden
10431269,RAVISOUP,2535 DUNDAS ST W,South Riverdale
10632100,MANIPURA DOUBLES,46 NOBLE ST,Woodbine-Lumsden
9013050,RONA TUCK SHOP,11 ARLETA AVE,Westminster-Branson
9055567,PINEWAY CHILDREN'S CENTRE,110 PINEWAY BLVD,Pleasant View
9019089,SARKER FOODS,2996 DANFORTH AVE,Long Branch
10554349,CASA DAS BEIRAS,34 CALEDONIA RD,York University Heights
10606871,Viva Shawarma,1105 VICTORIA PARK AVE,Black Creek
10629588,BAR HOP SESSION,681 DANFORTH AVE,Lawrence Park South
10578847,THE HOT DUCK,25 GLEN WATFORD DR,Trinity-Bellwoods
10278177,MASTER'S BUFFETERIA,310 BLOOR ST W,Taylor-Massey
9415256,MR. SUB,45 MILNER AVE,Trinity-Bellwoods
10563552,TEAVANA,32 CLOCK TOWER RD,South Parkdale
10391515,TP SNACK VARIETY,3352 LAKE SHORE BLVD W,Birchcliffe-Cliffside
10555957,THAI EXPRESS,1235 WILSON AVE,Corso Italia-Davenport
9032433,TIM HORTONS,1569 THE QUEENSWAY,Markland Wood
10580407,ETOBICOKE LOCAL,2961 LAKE SHORE BLVD W,Humewood-Cedarvale
10489859,PITA LAND,1841 FINCH AVE W,Westminster-Branson
10614822,SULLIVAN & BLEEKER,142 MARTIN ROSS AVE,Mount Olive-Silverstone-Jamestown
10415429,CARNICERO'S,93 FRONT ST E,St.Andrew-Windfields
10315488,SUKHOTHAI,274 PARLIAMENT ST,High Park North
9086781,ASIAN LEGEND,418 DUNDAS ST W,Bayview Village
10390479,THE HOUSE ON PARLIAMENT,454 PARLIAMENT ST,Malvern
9001780,BONJOUR BRIOCHE BAKERY,812 QUEEN ST E,Mimico
10638515,DIRTY GRILL,10 MALLARD RD,South Parkdale
9021935,BEV CAN PROPERTIES,117 DOWLING AVE,Stonegate-Queensway
10611430,HAPPY CONGEE,5661 STEELES AVE E,West Hill
9058490,MAGGIE'S,2 STRACHAN AVE,North Riverdale
10563868,"PRESS:BOOKS, COFFEE,VINYL",2442 DANFORTH AVE,Lawrence Park North
10620175,SUPREME PIZZA,8 GLEN WATFORD DR,Trinity-Bellwoods
10636754,BISTRO 200,200 RONSON DR,Banbury-Don Mills
10568255,LEBANON EXPRESS,327 RONCESVALLES AVE,Woodbine-Lumsden
10548931,LUBA'S COFFEE BOUTIQUE,91 FRONT ST E,St.Andrew-Windfields
10303909,MONTESSORI JEWISH DAY SCHOOL,55 YEOMANS RD,Don Valley Village
9224287,YING YING SOY FOOD,91 FRONT ST E,St.Andrew-Windfields
10537173,FIT ORGANIX 1,732 BROWNS LINE,High Park-Swansea
9015351,TASTE OF CHINA SEAFOOD,338 SPADINA AVE,Bayview Village
10461535,PETRO CANADA,900 PROGRESS AVE,Beechborough-Greenbrook
10416397,TRANS CX,50 LEADING RD,Banbury-Don Mills
9008031,SUSHI KAJI,860 THE QUEENSWAY,Elms-Old Rexdale
10557161,SZECHUAN LEGEND BAN MU YUAN,3280 MIDLAND AVE,West Hill
10612514,MI'HITO SUSHI LABORATORY,55 AVENUE RD,Broadview North
10559550,519 Community Kitchen,519 CHURCH ST,Pelmo Park-Humberlea
10644044,MCCAFE,253 COLLEGE ST,Bayview Village
10644492,HABIBA,126 PETER ST,St.Andrew-Windfields
10380639,FABBRICA RESTAURANT,49 KARL FRASER RD,South Parkdale
10531101,LIME ASIAN KITCHEN,3243 YONGE ST,Agincourt South-Malvern West
10625569,NANDO'S,1968 QUEEN ST E,Willowridge-Martingrove-Richview
10496713,Ace's Place Bar Grill Hub,115 GUILDWOOD PKWY,Willowdale West
10635302,BANG BANG BURRITO,366 BLOOR ST W,Broadview North
10576116,THE TEN SPOT,12 CLOCK TOWER RD,South Parkdale
10564726,KRISPY KREME DOUGHNUTS,400 SPADINA AVE,Bayview Village
10509784,LE PETIT CHAPERON ROUGE,343 JONES AVE,Lawrence Park South
10480182,PITA LITE,4910 YONGE ST,Thistletown-Beaumond Heights
9021965,A1 SWEET RESTAURANT & TAKEOUT,3300 MCNICOLL AVE,West Hill
10640859,LAWRENCE PARK RESTAURANT & BAR,2011 LAWRENCE AVE W,Wexford/Maryvale
10633424,TASTY CHINESE FOOD,109 MC CAUL ST,Bayview Village
10478633,BIG BEE CONVENIENCE FOOD MART,1463 DAVENPORT RD,Danforth
10413697,GOODS & PROVISIONS,1124 QUEEN ST E,Mimico
10373355,LA PALETTE,492 QUEEN ST W,St.Andrew-Windfields
10631093,PHO Q,3290 MIDLAND AVE,West Hill
9412792,HARVARD MANOR,60 HARVARD AVE,Woodbine-Lumsden
9022377,TEN REN'S TEA TIME,3401 DUFFERIN ST,Rexdale-Kipling
10495683,ESSENTIAL MARKET,200 GERRARD ST E,Malvern
10424392,TAVORA PORTUGESE SEA PRODUCTS,450 ALLIANCE AVE,Steeles
10557730,SAN COSME,181 BALDWIN ST,Bayview Village
10646680,BREAD AND ROSES BAKERY CAFE,2232 BLOOR ST W,O'Connor-Parkview
10530882,DANIELZ BREAD,3208 YONGE ST,Agincourt South-Malvern West
10580415,Love Me Sweet,300 BOROUGH DR,Runnymede-Bloor West Village
10273767,7 NUMBERS EGLINTON,516 EGLINTON AVE W,Forest Hill South
10593096,BRETT'S,1698 QUEEN ST E,Highland Creek
10354239,JUICE & JAVA,2102 QUEEN ST E,Willowridge-Martingrove-Richview
10399492,CLIFFSIDE HEARTH BREAD COMPANY,3047 KINGSTON RD,Glenfield-Jane Heights
10516830,Goodwood Convenience,104 GOODWOOD PARK CRT,Long Branch
10461088,THE THREE MONKEYS BAR & GRILL,1585 WARDEN AVE,Waterfront Communities-The Island
10485601,MCDONALD'S,2781 DUFFERIN ST,Rexdale-Kipling
10456917,SHAWARMA GRILL XPRESS,1197 THE QUEENSWAY,Markland Wood
10587082,BURRITO BOYZ,1197 THE QUEENSWAY,Markland Wood
10540660,THAI ROOM THAI & MALAYSIAN CUISINE,1881 STEELES AVE W,Roncesvalles
10516356,Vaaniy Food,515 MILNER AVE,Cliffcrest
10435532,HOGTOWN PUB AND OYSTERS,633 COLLEGE ST,Lansing-Westgate
10382859,Circle K,1480 KENNEDY RD,Woodbine Corridor
10575389,WHEN THE PIG CAME HOME DELICATESSEN,3035 DUNDAS ST W,Maple Leaf
9019011,CAFFINO RESTAURANT,1185 KING ST W,Stonegate-Queensway
9015752,THE GEM BAR & GRILL,1159 DAVENPORT RD,Eglinton East
10545570,KUYA WILLIE'S,80 ELLESMERE RD,Waterfront Communities-The Island
10586723,POKE EATS,4750 YONGE ST,Thistletown-Beaumond Heights
10235144,Z BAR & GRILLE,2527 EGLINTON AVE W,Hillcrest Village
9010245,MIRRA'S PLACE,3157 DUFFERIN ST,Rexdale-Kipling
9012758,RALPH'S RETAILTAKE-OUT,6680 FINCH AVE W,Banbury-Don Mills
10622041,R.J. FOOD MARKET & CONVENIENCE,1646 VICTORIA PARK AVE,Bedford Park-Nortown
10570234,Vidya's Roti,30 DEAN PARK RD,Rosedale-Moore Park
10362799,AGINCOURT PARTY & BARGAIN,3850 SHEPPARD AVE E,Kingsview Village-The Westway
10411514,MEMBERS LOUNGE,317 DUNDAS ST W,Bayview Village
10617107,ELLE CUISINE,90 INDUSTRY ST,Blake-Jones
10531569,TRACK AND FIELD,860 COLLEGE ST,Oakwood Village
9406669,LIME,170 EGLINTON AVE E,Forest Hill North
10223839,MCDONALD'S,29 WOODWARD AVE,Newtonbrook West
9015497,THE ABBOT PUB & FARE,3367 YONGE ST,Agincourt South-Malvern West
10622155,ENIGMA,1556 BLOOR ST W,South Riverdale
10319999,MASSEY HALL,178 VICTORIA ST,Pelmo Park-Humberlea
10485230,BAR BUCA,79 PORTLAND ST,St.Andrew-Windfields
10348080,EURO PASTA TAKE OUT,3142 DUNDAS ST W,Maple Leaf
10601973,B-SIDE LOUNGE,669 COLLEGE ST,Lansing-Westgate
10608585,PHILTHY PHILLY'S,372 YONGE ST,Wychwood
9007324,FOOD LAND,1500 ISLINGTON AVE,Yorkdale-Glen Park
10482477,MCDONALD'S,356 YONGE ST,Wychwood
10481333,PIZZERIA VIA MERCANTI,87 ELM ST,Wychwood
10452286,ROTMAN CATERING KITCHEN - 3RD FLOOR,105 ST GEORGE ST,Taylor-Massey
10289986,SALVATION ARMY FOOD BANK,77 RIVER ST,High Park North
9006100,GILDER EARLY LEARNING & CHILD CARE,31 GILDER DR,Kensington-Chinatown
10251486,HAPPY BAKERY & PASTRY,1245 DUPONT ST,Danforth
10223590,YOU AND ME SMOKE AND GIFT SHOP,1710 QUEEN ST E,Willowridge-Martingrove-Richview
10590432,UNCLE SMOKE COOKHOUSE,2285 DUNDAS ST W,Woodbine-Lumsden
9343451,M & O CATERING,2700 DUFFERIN ST,Guildwood
9009451,MAKKAH RESTAURANT,1020 DANFORTH AVE,Etobicoke West Mall
10605639,SUGAR LOAF BAKERY PASTRY,1062 GERRARD ST E,Mimico
10622615,DIMES CARIBBEAN RESTAURANT,1630 JANE ST,Wexford/Maryvale
10586710,INS MARKET,33 BLOOR ST E,Pelmo Park-Humberlea
10506330,TJ CONVENIENCE,28 FINCH AVE W,Playter Estates-Danforth
10640699,POPEYE'S,4366 KINGSTON RD,Bridle Path-Sunnybrook-York Mills
10306882,TASTY SHAWARMA,2993 SHEPPARD AVE E,Kingsview Village-The Westway
10365048,NASIB'S,1867 LAWRENCE AVE E,Waterfront Communities-The Island
10329129,AUSEF HALAL FOOD CENTRE AND TAKE OUT,1943 WESTON RD,Wexford/Maryvale
10600389,CARIB 21,2039 EGLINTON AVE W,Old East York
10548653,Miss Things,1279 QUEEN ST W,Stonegate-Queensway
10543722,PINKBERRY,25 THE WEST MALL,Markland Wood
9017145,VILLA COLOMBO HOMES FOR THE AGED,40 PLAYFAIR AVE,Rexdale-Kipling
10542732,CHICK - N - JOY,1160 MORNINGSIDE AVE,Cliffcrest
10567696,PRESSED JUICE BAR & CAFE,87 AVENUE RD,Broadview North
10447335,Branksome Hall School Cafeteria,10 ELM AVE,Church-Yonge Corridor
9051693,PLATINUM EXPRESS SOUTH,40 BAY ST,St.Andrew-Windfields
9006053,GEORGE SYME - PUBLIC SCHOOL HOT LUNCHES,69 PRITCHARD AVE,Steeles
10631069,CITY BETTY,1352 DANFORTH AVE,Etobicoke West Mall
10585252,NUTBAR,1240 YONGE ST,West Humber-Clairville
10230181,SOUTH ST. BURGERS CO. NEW YORK FRIES,45 WICKSTEED AVE,Edenbridge-Humber Valley
10508249,LOBSTER MONSTER,3249 YONGE ST,Agincourt South-Malvern West
10634970,FLAVOURS OF SHEBA,1310 ST CLAIR AVE W,York University Heights
10551895,BURGER KING,1560 THE QUEENSWAY,Markland Wood
10261552,ON THE RUN,553 LAKE SHORE BLVD W,North Riverdale
10360232,BISTRO MANILA,4455 SHEPPARD AVE E,Trinity-Bellwoods
10603679,DELIMARK CAFE,90 SHEPPARD AVE E,Casa Loma
10620762,WINONA MARKET,44 WINONA DR,Eglinton East
10214041,LETA'S TUCK SHOP,661 DUFFERIN ST,Centennial Scarborough
10514712,LA REVOLUCION,2848 DUNDAS ST W,Maple Leaf
10563632,SUNNYLAND PRODUCTS,2974 BLOOR ST W,Henry Farm
10510375,CHICKEN & BEERS,19 FINCH AVE W,Yonge-St.Clair
10625055,NADÈGE,300 BOROUGH DR,Runnymede-Bloor West Village
10483312,Happy Lottery Centre,4002 SHEPPARD AVE E,Trinity-Bellwoods
10545441,SZECHUAN EXPRESS,25 THE WEST MALL,Markland Wood
10572431,PEARSON HOTEL AND CONVENTION CENTRE,240 BELFIELD RD,Banbury-Don Mills
10554495,TWO HEADED DOG,1469 GERRARD ST E,Newtonbrook West
10189144,POPEYES CHICKEN & BISCUITS,1975 WESTON RD,Wexford/Maryvale
10624520,Cheese Garden,3250 MIDLAND AVE,West Hill
10229072,MAIN DRUG MART,3245 FINCH AVE E,Little Portugal
10520372,CHEW CHEW DINNER,186 CARLTON ST,Yonge-Eglinton
10353188,KITCHEN FOOD FAIR,509 MOUNT PLEASANT RD,Forest Hill South
10570889,CHRISTINA'S,492 DANFORTH AVE,Keelesdale-Eglinton West
10478091,FAT BASTARD BURRITO CO.,1180 THE QUEENSWAY,Markland Wood
10403292,ICE 'N CAKE,30 CLOCK TOWER RD,South Parkdale
9014309,SOUTH CHINA RESTAURANT,513 MOUNT PLEASANT RD,Forest Hill South
10568444,AISH TANOOR,994 EGLINTON AVE W,Bathurst Manor
