ESTABLISHMENT_ID,ESTABLISHMENT_NAME,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_NEIGHBORHOOD
10436424,WEST MALL BLOOR FISH & CHIPS,290 THE WEST MALL,Dorset Park
10595168,Prague Restaurant,450 SCARBOROUGH GOLF CLUB RD,Beechborough-Greenbrook
10582750,MALONEY'S TAVERN,117 ELLESMERE RD,Waterfront Communities-The Island
10563402,LEE'S ORIENTAL FOODS TAKEOUT LTD,2007 FINCH AVE W,Westminster-Branson
9020479,SOUP IT UP,555 UNIVERSITY AVE,Wychwood
10398539,K & N SUPERMARKET,998 QUEEN ST W,Lansing-Westgate
10506005,ON THE RUN,4000 FINCH AVE E,West Hill
10216424,K-VARIETY,216 VAUGHAN RD,Eringate-Centennial-West Deane
10268964,EZRA'S POUND,238 DUPONT ST,Broadview North
10589111,Global Brand Foodservices,140 COMMANDER BLVD,Palmerston-Little Italy
10568498,SKETCH CAFE,650 DIXON RD,Banbury-Don Mills
9004195,DIANA'S SEAFOOD DELIGHTS,2101 LAWRENCE AVE E,Waterfront Communities-The Island
10492403,SIDE PANTRY,170 PRINCES BLVD,North Riverdale
10474540,SUBWAY,843 QUEEN ST W,North Riverdale
10626764,PALGONTEA,5418 YONGE ST,Yonge-St.Clair
10628718,EL CHAPO,36 TORONTO ST,Pelmo Park-Humberlea
10571175,DIXON HALL NEIGHBOURHOOD SERVICES,192 CARLTON ST,Yonge-Eglinton
10438042,SMITH,553 CHURCH ST,Pelmo Park-Humberlea
10542310,MIKU,20 BAY ST,St.Andrew-Windfields
9011185,OAKHAM HOUSE CAFE/RAM IN THE RYE,63 GOULD ST,Pelmo Park-Humberlea
10578837,CRAVINGS TIME,302 THE EAST MALL,Markland Wood
10426598,FRESHLY SQUEEZED,218 YONGE ST,Wychwood
10387732,TIM HORTONS,1480 QUEEN ST W,Woodbine-Lumsden
10612169,REXALL PHARMA PLUS,1127 MARKHAM RD,Beechborough-Greenbrook
10616211,LAHORI DERA,62 OVERLEA BLVD,Edenbridge-Humber Valley
10436549,Raymond's Smoke & Gift,1700 WILSON AVE,Corso Italia-Davenport
10397225,OASIS AQUALOUNGE,231 MUTUAL ST,Pelmo Park-Humberlea
9003283,COFFEE TIME DONUTS,215 CARLINGVIEW DR,Banbury-Don Mills
10540410,SAM JAMES COFFEE BAR,15 TORONTO ST,Pelmo Park-Humberlea
10336535,GREENLAND FARM SUPERMARKET,1966 WESTON RD,Wexford/Maryvale
10588183,CALEDONIA VILLAGE MART,103 LOTHERTON PTWY,Rexdale-Kipling
10390387,UPTOWN VARIETY,1090 EGLINTON AVE W,Bathurst Manor
10565716,KANDY KREOLE,1290 WESTON RD,The Beaches
10357104,BESTCO FOOD MART,1701 MARTIN GROVE RD,Mount Pleasant East
10642522,CEDARVALE TERRACE LONG TERM CARE HOME,429 WALMER RD,Thorncliffe Park
10563861,KIBO SUSHI,36 CHARLOTTE ST,St.Andrew-Windfields
10635600,RAIN HARD BREWING CO.,100 SYMES RD,Maple Leaf
10574517,Yunnan Steam Fish Pot,3280 MIDLAND AVE,West Hill
9078676,A-1 CONVENIENCE,265 DUNN AVE,Stonegate-Queensway
10625857,THE BURGER'S PRIEST,579 KING ST W,St.Andrew-Windfields
10583194,AROMA ESPRESSO BAR,8 PARK HOME AVE,Yonge-St.Clair
10411778,PIZZA PIZZA,471 YONGE ST,Pelmo Park-Humberlea
10454163,FUSIA ASIAN KITCHEN,500 REXDALE BLVD,Banbury-Don Mills
9013382,SAM HU MANUFACTURE,328 PASSMORE AVE,West Hill
10594768,CHENGDU TASTE,5371 YONGE ST,Casa Loma
10535074,PICNIC,130 KING ST W,Wychwood
10497246,O'GRADY'S,518 CHURCH ST,Pelmo Park-Humberlea
9008210,KENNEDY ROAD KIDDY KARE,661 KENNEDY RD,Flemingdon Park
10507257,GAN SHALOM,157 FALKIRK ST,Mount Dennis
10410856,TOM'S MILK,351 KIPLING AVE,Humewood-Cedarvale
9007383,IMPERIAL PUB,54 DUNDAS ST E,Pelmo Park-Humberlea
10534841,ANCASTER SATELLITE EARLY LEARNING AND CHILD CARE CENTRE,44 ANCASTER RD,Corso Italia-Davenport
10336708,JODY'S MONTREAL DELI,64 KINGSTON RD,Highland Creek
10329589,MEXICO LINDO,1618 BAYVIEW AVE,Forest Hill South
10337128,HONG FOOD KITCHEN,31 TAPSCOTT RD,Cliffcrest
10436136,FIVE GUYS BURGERS AND FRIES,85 LAIRD DR,Edenbridge-Humber Valley
10616103,Castlebar YMCA,70 CHARTWELL RD,Elms-Old Rexdale
9346226,TIM HORTONS,2500 EGLINTON AVE E,Kensington-Chinatown
10586857,KAPAMILYA FOODS,160 SPRINGHURST AVE,Stonegate-Queensway
9059365,HOME OUTFITTERS,2625 WESTON RD,Caledonia-Fairbank
10415571,DOLLARAMA,700 LAWRENCE AVE W,Rexdale-Kipling
9089556,LI CHENG CHINESE RESTAURANT,529 MARLEE AVE,Rexdale-Kipling
9050163,THE INNIS CAFE,2 SUSSEX AVE,Taylor-Massey
10501156,PRO PAK PACKAGING LTD.,51 KELFIELD ST,Banbury-Don Mills
10273109,SIN & REDEMPTION,126 MC CAUL ST,Bayview Village
10518539,BLND TGER,559 COLLEGE ST,Lansing-Westgate
10451415,SILVERTHORN PUBLIC SHCOOL,300 KANE AVE,Hillcrest Village
10583185,GREENHOUSE JUICE,1541 AVENUE RD,Mount Dennis
10342871,STARBUCKS COFFEE,3750 MIDLAND AVE,West Hill
9404681,PRINCE CONVENIENCE,879 YORK MILLS RD,South Parkdale
9056782,BARO GUN PANG BAKERY,6118 YONGE ST,Playter Estates-Danforth
10502648,PLAY LOFT INC.,583 DANFORTH AVE,Englemount-Lawrence
10553397,SUGAR LOAF BAKERY,729 QUEEN ST E,Mimico
10484290,Mr. Sub,2151 ST CLAIR AVE W,Maple Leaf
10207020,CHINESE BAKERY,433 DUNDAS ST W,Bayview Village
10385476,HARVEY'S,805 THE QUEENSWAY,Elms-Old Rexdale
10588185,Pumpernickel's,200 CONSILIUM PL,Beechborough-Greenbrook
10592162,OUR LADY OF GUADALUPE,3105 DON MILLS RD,Tam O'Shanter-Sullivan
10546720,NORMAN INGRAM SCHOOL AGE PROGRAM YMCA,50 DUNCAIRN RD,South Parkdale
10359062,BUN KING BAKERY,31 LAPSLEY RD,Cliffcrest
9053861,LA FORCHETTA,613 COLLEGE ST,Lansing-Westgate
10228019,PHILLIPINES VARIETY STORE,240 WELLESLEY ST E,Moss Park
10615045,SUBWAY / YOGEN FRUZ,67 REGENT PARK BLVD,High Park North
10587937,JUNKED FOOD CO.,507 QUEEN ST W,St.Andrew-Windfields
10567393,RADICAL ROAD BREWING,1177 QUEEN ST E,Mimico
10362897,5179 METRO VARIETY,1604 GERRARD ST E,Newtonbrook West
10231464,SUBWAY,2229 QUEEN ST E,Willowridge-Martingrove-Richview
10387207,FRESH & DELICIOUS FAST FOOD,222 SPADINA AVE,Bayview Village
10590561,J P RESTAURANT,270 COXWELL AVE,Newtonbrook West
10593455,ZAZI'S RESTAURANT,44 FASKEN DR,Banbury-Don Mills
10507299,CAFE SAGGIO,4069 CHESSWOOD DR,Mount Olive-Silverstone-Jamestown
10518997,HIGHFIELD JUNIOR SCHOOL,85 MOUNT OLIVE DR,Mount Pleasant East
10512202,THE TEMPERED ROOM,1374 QUEEN ST W,Woodbine-Lumsden
10376926,ROSE REISMAN CATERING INC,18 BANIGAN DR,Edenbridge-Humber Valley
10541363,CASPIAN BAKERY,3003 SHEPPARD AVE E,Kingsview Village-The Westway
10560787,SUSHI OCEAN,1010 EGLINTON AVE W,Bathurst Manor
9009903,MCDONALD'S,1305 LAWRENCE AVE W,Oakridge
10193570,TIM HORTONS,5955 LESLIE ST,East End-Danforth
9010227,MINI VARIETY,3003 DANFORTH AVE,Long Branch
9016268,TIM HORTONS,1493 FINCH AVE W,Mount Olive-Silverstone-Jamestown
10450424,THAI EXPRESS,500 REXDALE BLVD,Banbury-Don Mills
10559816,TIBETAN CANADIAN CULTURAL CENTRE,40 TITAN RD,Markland Wood
10428271,KAMASUTRA,1522 BAYVIEW AVE,Forest Hill South
10621602,THE 5TH TASTE,362 WILSON AVE,Don Valley Village
9009917,MCMURRICH SPROUTS DAY CARE,115 WINONA DR,Eglinton East
10334437,BIG BEARS DAYCARE,51 DURNFORD RD,Rosedale-Moore Park
9005344,FASHION DISTRICT - RYERSON DAY CARE CENTER,96 DENISON AVE,Bayview Village
10291095,GERRARD CONVENIENCE,247 GERRARD ST E,Malvern
10348791,TIAN AN CUISINE,492 DUNDAS ST W,Bayview Village
10283861,TIM HORTONS,3300 BLOOR ST W,Markland Wood
10642593,EXCLUSIVE BARBER SHOP AND GROOMING,796 WILSON AVE,Corso Italia-Davenport
9019010,SUBWAY SANDWICHES AND SALADS,150 DUNDAS ST W,Wychwood
10316108,BULK BARN,4525 KINGSTON RD,Bridle Path-Sunnybrook-York Mills
10538509,THE CORNER ESPRESSO,20 ST PATRICK ST,Bayview Village
9045993,SELECT BAKERY PATISSERIE,405 DONLANDS AVE,Newtonbrook East
9000747,ARCHBISHOP ROMERO SCHOOL,99 HUMBER BLVD,Steeles
10558273,DOMINO'S PIZZA,10 MALLARD RD,South Parkdale
10602740,VILLAGE JUICERY,2228 BLOOR ST W,O'Connor-Parkview
9012679,RABBA FINE FOODS,37 CHARLES ST W,Wychwood
9012525,PRINCESS MARGARET HOSPITAL KITCHEN 1,610 UNIVERSITY AVE,Bayview Village
9408152,ROSES NEW YORK,6313 YONGE ST,Playter Estates-Danforth
10633255,Rosa's Pasta Express,271 OLD KINGSTON RD,Humbermede
10551385,McEWAN,55 KING ST W,Wychwood
10481364,Cake Park,3341 MARKHAM RD,Rosedale-Moore Park
10606863,Hot & Spicy Caribbean Takeout,1255 MARKHAM RD,Beechborough-Greenbrook
10620091,SUNNY CONVENIENCE,550 SHEPPARD AVE W,Roncesvalles
10307265,STOP 33 MEAT SHOP,33 GUNNS RD,Maple Leaf
10433418,99 SUDBURY ST.,99 SUDBURY ST,Centennial Scarborough
10520495,BRANKSOME HALL CAFETERIA,6 ELM AVE,Church-Yonge Corridor
10517199,The Corner Bank Sports Bar,925 WARDEN AVE,Waterfront Communities-The Island
9013850,SHAH TRADING CO.,2450 LAWRENCE AVE E,Woodbine Corridor
10562174,PARAMOUNT FINE FOODS,1250 BAY ST,Broadview North
9002883,CHINA KING,444 YONGE ST,Wychwood
9061130,ALEXIS LODGES,707 ELLESMERE RD,Woodbine Corridor
10443629,SIP WINE BAR,2 BROADWAY AVE,Forest Hill North
10554469,LA COSTENITA COLOMBIANA,9 MILVAN DR,Alderwood
10602477,Samudra Caters,201 MARKHAM RD,Kingsway South
10396281,SOUVLAKI HOUSE,109 MC CAUL ST,Bayview Village
9058522,ASIAN GOURMET WOK & GRILL,2 STRACHAN AVE,North Riverdale
10584700,MANA'ISH GLOBAL FLATBREAD CAFE,140 SPADINA AVE,St.Andrew-Windfields
10640634,FALAFEL & GRILL EXPRESS,1300 FINCH AVE W,Mount Olive-Silverstone-Jamestown
10630935,BACKYARD,254 QUEEN ST W,St.Andrew-Windfields
10527902,THE ENTERTAINMENT KITCHEN,1559 EGLINTON AVE W,Bay Street Corridor
10545205,Pho Nhi Restaurant,4002 SHEPPARD AVE E,Trinity-Bellwoods
10421930,KFC,1760 LAWRENCE AVE E,Waterfront Communities-The Island
9002773,CHEESE MAGIC,182 BALDWIN ST,Bayview Village
10502708,MR. SUB & THAI EXPRESS,1881 YONGE ST,Forest Hill North
10521670,FRESHII,92 KING ST E,Pelmo Park-Humberlea
9007758,JET FUEL COFFEE SHOP,519 PARLIAMENT ST,Yonge-Eglinton
10622757,THE OFFICE PUB ON KING ST.,7 KING ST E,Pelmo Park-Humberlea
9414413,ROYAL KOREAN CUISINE,3220 DUFFERIN ST,Rexdale-Kipling
10596294,FOODBENDERS,1162 BLOOR ST W,Danforth
10361598,PETRO CANADA,1750 BLOOR ST W,South Riverdale
10416756,FABARNAK,519 CHURCH ST,Pelmo Park-Humberlea
10475855,ZIG - ZAG CONVENIENCE,1194 DANFORTH AVE,Etobicoke West Mall
10572014,LA CUBANA SUPERMARKET,456 OAKWOOD AVE,Bay Street Corridor
10590567,New Sun BBQ (Commissary),3833 MIDLAND AVE,West Hill
10331360,HOLLAND BLOORVIEW NURSERY SCHOOL-SCARBOROUGH SITE,1 WAYNE AVE,Waterfront Communities-The Island
10531750,KING CLUB,170 PRINCES BLVD,North Riverdale
10485392,SUN LIFE ATRIA CAFETERIA,2255 SHEPPARD AVE E,Leaside-Bennington
10562861,Caribbean Coast Restaurant & Lounge,2570 EGLINTON AVE E,Kensington-Chinatown
10530937,SECOND CUP,777 BAY ST,Wychwood
9008285,KING'S NOODLE RESTAURANT,296 SPADINA AVE,Bayview Village
10478949,Aslam Halal Meat & Super Market,4352 KINGSTON RD,Bridle Path-Sunnybrook-York Mills
9007883,JOHN ROSS ROBERTSON CHILD CARE CENTRE,130 GLENGROVE AVE W,Clairlea-Birchmount
10532026,PEOPLES CONVENIENCE,235 DIXON RD,Parkwoods-Donalda
9016866,UMBRA,40 EMBLEM CRT,Trinity-Bellwoods
9419817,MAN CHEONG CHINESE HERBS,3601 VICTORIA PARK AVE,Bendale
10631809,PIZZA DEL ARTE,899 BLOOR ST W,Oakwood Village
10615780,PIZZAIOLO,346 BLOOR ST W,Taylor-Massey
10300552,MARCELLO'S MARKET & DELI,4100 YONGE ST,Mount Dennis
10461172,Premium Sweets,60 DANFORTH RD,North St.James Town
10545974,BRIOCHE DOREE,25 THE WEST MALL,Markland Wood
10248904,SUBWAY SANDWICHES AND SALADS,5109 STEELES AVE W,Alderwood
10619116,Pony Mart,2257 KINGSTON RD,Junction Area
9002429,CARDINAL LEGER CHILD CARE CENTRE,600 MORRISH RD,Regent Park
10577066,DOMA,50 CLINTON ST,Oakwood Village
10417212,PETRO CANADA,1977 KENNEDY RD,Woodbine Corridor
10191335,TORONTO GENERAL HOSPITAL CATERING SERVICES,200 ELIZABETH ST,Wychwood
10615487,TORONTO CHRISTMAS MARKET - GRILLED CHEESE,55 MILL ST,St.Andrew-Windfields
9010550,MR. SUB,2050 VICTORIA PARK AVE,Briar Hill-Belgravia
10246274,HOT WOK,7 PROGRESS AVE,Woodbine Corridor
9011954,PHO PASTEUR,525 DUNDAS ST W,Bayview Village
9050252,FLIP TOSS & THAI KITCHEN RESTAURANT,141 HARBORD ST,Taylor-Massey
9424377,THE LOCAL,396 RONCESVALLES AVE,Cabbagetown-South St.James Town
10568026,CLUBHOUSE EVENTSPACE,195 GALAXY BLVD,Banbury-Don Mills
10638017,NOSH,258 DUPONT ST,Broadview North
10580443,NEW GALAXY CARIBBEAN,1228 KING ST W,Stonegate-Queensway
10533846,Kandahar Kabab,2307 MARKHAM RD,Cliffcrest
9005068,ESPRESSO BAKERY & DELI,4980 DUNDAS ST W,Markland Wood
10609041,YUMMY KITCHEN,747 DON MILLS RD,Downsview-Roding-CFB
10416943,CHATIME,132 DUNDAS ST W,Wychwood
9010808,NEW ERA MART,1148 ALBION RD,Humber Heights-Westmount
10365713,BLOOR PARK PHARMACY,728 BLOOR ST W,Oakwood Village
10234927,VESTA LUNCH,474 DUPONT ST,Broadview North
10589477,KOBI KOREAN RESTAURANT,710 YONGE ST,Wychwood
10305103,EMERY COLLEGIATE CAFETERIA,3395 WESTON RD,Humber Summit
10336062,LA PALOMA BAR GELATERIA,1357 ST CLAIR AVE W,York University Heights
10205381,SILVERTHORN VARIETY,1734 ST CLAIR AVE W,Weston-Pellam Park
10640159,AFC SUSHI,700 LAWRENCE AVE W,Rexdale-Kipling
9002996,CHURRASCO OF ST LAWRENCE,91 FRONT ST E,St.Andrew-Windfields
10585138,OK Mart,2529 PHARMACY AVE,Little Portugal
10291705,TIM HORTONS,7331 KINGSTON RD,Rosedale-Moore Park
9016314,TIM HORTONS,4479 KINGSTON RD,Bridle Path-Sunnybrook-York Mills
10637504,STATION COLD BREW CO.,343 HORNER AVE,High Park-Swansea
10589528,PUMPERNICKEL'S,3250 BLOOR ST W,Markland Wood
10430888,THE FOX,51 EGLINTON AVE E,Forest Hill North
10371385,PATNA KABAB HOUSE,1885 LAWRENCE AVE E,Waterfront Communities-The Island
10432665,MADE IN JAPAN - TERIYAKI EXPERIENCE,100 WELLINGTON ST W,Wychwood
10363687,WINSTON'S GROCERY,430 QUEEN ST W,Bayview Village
10361117,MARCELLO'S MARKET & DELI,145 KING ST W,Wychwood
10518927,Pam Court Caribbean Restaurant & Bar,799 BRIMLEY RD,Runnymede-Bloor West Village
10522314,ROSELLE,362 KING ST E,Malvern
10453196,SHELL,608 WILSON AVE,Corso Italia-Davenport
10568571,CHERRY STREET BAR-B-QUE,275 CHERRY ST,Mimico
10580413,LITTLE CAESARS,3560 LAKE SHORE BLVD W,Birchcliffe-Cliffside
9005807,FUTURE BISTRO,483 BLOOR ST W,Taylor-Massey
10441625,HEALTHY PLANET,568 DANFORTH AVE,Keelesdale-Eglinton West
9001303,BECKER'S MILK CO #1034,305 PORT UNION RD,Rosedale-Moore Park
10482219,SOPHIE`S SPORTS BAR & GRILL,466 COSBURN AVE,Newtonbrook East
10494441,KINKA IZAKAYA,398 CHURCH ST,Pelmo Park-Humberlea
9001460,The Roehampton Hotel,808 MOUNT PLEASANT RD,Forest Hill North
10277602,SHAAREI SHOMAYIM CONGREGATION,470 GLENCAIRN AVE,Mount Dennis
10466133,KING GEORGE'S ARM,2501 VICTORIA PARK AVE,Kingsview Village-The Westway
10504878,682 Warden Avenue Community Kitchen,682 WARDEN AVE,North St.James Town
9053490,VENDING PRODUCTS OF CANADA LIMITED,108 WOODBINE DOWNS BLVD,Banbury-Don Mills
9011100,NORTOWN FOODS,890 EGLINTON AVE W,Bathurst Manor
9018443,GROWING TYKES LEARNING CENTRE,4105 LAWRENCE AVE E,Bridle Path-Sunnybrook-York Mills
10357582,ST LAWRENCE SMOKE & GIFT,93 FRONT ST E,St.Andrew-Windfields
9391778,TIM HORTONS,1480 KENNEDY RD,Woodbine Corridor
9012262,PIZZA PIZZA,31 TAPSCOTT RD,Cliffcrest
10528105,U-SAVE MILK,121 VAUGHAN RD,Eringate-Centennial-West Deane
10479043,ASTARTE FRESH YOGURT BAR,150 KING ST W,Wychwood
10542811,KEKOU,394 QUEEN ST W,Bayview Village
9001739,BOB'S VARIETY,3364 KEELE ST,Mount Olive-Silverstone-Jamestown
9011216,OCEAN PACKER INC.,20 GOODRICH RD,Markland Wood
10382345,VEDA HEALTHY INDIAN TAKEOUT,569 SPADINA AVE,Taylor-Massey
10357941,MCDONALD'S,3030 DON MILLS RD E,Tam O'Shanter-Sullivan
10472349,7-ELEVEN,1 CARLTON ST,Pelmo Park-Humberlea
10515149,FRANK'S SMOKE SHOP,2082 LAWRENCE AVE E,Waterfront Communities-The Island
10602995,BICKFORD BISTRO,201 GUILDWOOD PKWY,Willowdale West
10566221,EATIVE EATERY,230 AUGUSTA AVE,Bayview Village
9013555,SCARBOROUGH U OF T,1265 MILITARY TRL,Regent Park
10551622,MORALS VILLAGE,436 DUNDAS ST W,Bayview Village
10523038,JONGRO FOODS,473 CHAMPAGNE DR,Mount Olive-Silverstone-Jamestown
10299529,AMIGOS BAR & GRILL,6089 KINGSTON RD,Humbermede
10329523,QUEENS PASTA CAFE,2263 BLOOR ST W,Cabbagetown-South St.James Town
10615361,"TORONTO CHRISTMAS MARKET - CHOCOIDEA BY A,M, SCHOKO",55 MILL ST,St.Andrew-Windfields
10401736,NIGHT FAST FOODS,3 BYNG AVE,Casa Loma
10366633,SPRINGMOUNT SENIOR RESIDENCE,2 KING ST CRES,Wexford/Maryvale
9030138,SUN-UP BARBECUE CO,3411 BATHURST ST,Mount Dennis
10566578,G.R.A.S.P.,15 GREENLAND RD,South Parkdale
10375789,CANTEEN,330 KING ST W,St.Andrew-Windfields
10613021,KENSINGTON SUSHI MARKET,281 AUGUSTA AVE,Bayview Village
10623732,TORONTO LIGHT FESTIVAL - WAFEL BAR,55 MILL ST,St.Andrew-Windfields
10629628,ESSO CONVENIENCE STORE,537 KEELE ST,Maple Leaf
10614725,RAR ROYAL IMPORT AND EXPORT,1305 MORNINGSIDE AVE,Rosedale-Moore Park
10263183,CHURRASQUEIRA PRAIA DA VAGUEIRA,325 WESTON RD,Maple Leaf
10214840,FORTUNE SEAFOOD RESTAURANT,3833 MIDLAND AVE,West Hill
10395271,GOURMET SCHNITZEL HOUSE,2286 KINGSTON RD,Junction Area
10554484,REGINO'S PIZZA,1300 FINCH AVE W,Mount Olive-Silverstone-Jamestown
10371803,PIZZA PIZZA,1 CENTRE ISLAND PK,St.Andrew-Windfields
10627133,PIZZA PIZZA,3850 SHEPPARD AVE E,Kingsview Village-The Westway
10572020,THE WHOLE PLATE,83 RONCESVALLES AVE,Woodbine-Lumsden
10513041,STARBUCKS,600 FLEET ST,North Riverdale
10586514,NAPOLITAN BRICK OVEN PIZZA,1020 ISLINGTON AVE,Markland Wood
10426846,VANTAGE VENUE,150 KING ST W,Wychwood
9015823,THE HOT OVEN,250 THE EAST MALL,Markland Wood
9001751,BOLOGNA PASTIFICIO,2895 DUFFERIN ST,Rexdale-Kipling
9004664,DRUXY'S FAMOUS DELI,1 FRONT ST W,St.Andrew-Windfields
10326929,METRO,2900 WARDEN AVE,Little Portugal
10507507,FRESHLY SQUEEZED,2 STRACHAN AVE,North Riverdale
10591611,CHIMAC PUB AND FRIED CHICKEN,500 QUEEN ST W,Bayview Village
10518399,THE RASBERRY CAFE,1201 DUNDAS ST E,Mimico
9012752,RAJAH RAM CATERERS,589 MIDDLEFIELD RD,West Hill
10577410,COFFEE TIME,2424 BLOOR ST W,O'Connor-Parkview
10320172,HOOPS SPORTS BAR & GRILL,125 BREMNER BLVD,St.Andrew-Windfields
9003999,DANFORTH VILLAGE,2517 DANFORTH AVE,Lawrence Park North
10517488,MANG TOMAS LECHON,3366 KEELE ST,Mount Olive-Silverstone-Jamestown
10306585,WANDA'S PIE IN THE SKY,287 AUGUSTA AVE,Bayview Village
10511969,DRAGON SUPERMARKET,1365 DANFORTH AVE,Newtonbrook West
9053174,WAL-MART,165 NORTH QUEEN ST,Markland Wood
9403060,SHOPPERS DRUG MART,1500 WOODBINE AVE,Newtonbrook East
10556234,JENLA CAKE,7 SILVERTHORN AVE,Weston-Pellam Park
9007348,IL FORNELLO RESTAURANT,576 DANFORTH AVE,Keelesdale-Eglinton West
10560291,Winston Churchill Collegiate Institute,2239 LAWRENCE AVE E,Woodbine Corridor
10584192,DANE AVENUE CHILDCARE CENTRE,120 VIA BAGNATO,Rexdale-Kipling
10599335,HOT DOG,3655 WESTON RD,Alderwood
10526295,FRESHII,200 FRONT ST W,St.Andrew-Windfields
9010256,MR. JERK,209 WELLESLEY ST E,Yonge-Eglinton
9015514,THE BAGEL STOP,161 BAY ST,Wychwood
10646682,GREEN GEEK,3288 LAKE SHORE BLVD W,Birchcliffe-Cliffside
10433754,ROCKCLIFFE MIDDLE SCHOOL,400 ROCKCLIFFE BLVD,Steeles
10616456,H.J. ALEXANDER - NUTRITION PROGRAM,30 KING ST,Wexford/Maryvale
10610188,WILD WING,1 ELLESMERE RD,Waterfront Communities-The Island
10384192,TRE MARI BAKERY,1311 ST CLAIR AVE W,York University Heights
10499665,BROOKLYN CAFETERIA,220 DUNCAN MILL RD,New Toronto
9059195,TIM HORTONS,250 THE QUEENSWAY,Elms-Old Rexdale
10324680,MABEL'S,323 RONCESVALLES AVE,Woodbine-Lumsden
10590080,TERIYAKI EXPERIENCE,3401 DUFFERIN ST,Rexdale-Kipling
9003006,CHURRASQUEIRA VILA VERDE,869 DUNDAS ST W,Lansing-Westgate
10579979,R U CONVENIENCE,86 GERRARD ST E,Pelmo Park-Humberlea
10546878,T DOT JERK,26 RONCESVALLES AVE,Cabbagetown-South St.James Town
10608043,BEIJING RESTAURANT,5369 YONGE ST,Casa Loma
9005706,FREE TIMES CAFE,320 COLLEGE ST,Taylor-Massey
9413205,ISLAND BREEZE RESTAURANT,907 JANE ST,Steeles
10563445,THE SKYLINE RESTAURANT,1426 QUEEN ST W,Woodbine-Lumsden
9006898,HIGH PARK MANOR,21 HIGH PARK BLVD,Cabbagetown-South St.James Town
10353427,JIN FU MARKET,1193 DUNDAS ST W,Lansing-Westgate
10613791,GEORGE'S TASTEE FOOD,20 NORFINCH DR,Annex
9012332,PO SUNG HERBS,75 HURON ST,Bayview Village
9016469,TYMEK'S NATURAL FOODS,9 ADVANCE RD,Markland Wood
10501610,Aldo's Restaurant,750 OAKDALE RD,Westminster-Branson
10586467,Freshco,1255 MCCOWAN RD,Beechborough-Greenbrook
10531048,533-MYM GOURMET FRITES,1 BLUE JAYS WAY,St.Andrew-Windfields
10563122,MANGO CAFE,2925 DUFFERIN ST,Rexdale-Kipling
10629651,EAT BKK THAI KITCHEN,6307 YONGE ST,Morningside
9005000,EMBASSY RESTAURANT SAMOSA KING TAKE OUT,5210 FINCH AVE E,West Hill
10593279,PUSATERI'S (PESCHERIA),25 THE WEST MALL,Markland Wood
10500338,HUEVOS GOURMET,2888 LAKE SHORE BLVD W,Humewood-Cedarvale
9412706,ANOUSH,2 STRACHAN AVE,North Riverdale
10609013,SICHUAN REN,460 DUNDAS ST W,Bayview Village
10525944,Metro # 065,2208 LAKE SHORE BLVD W,Milliken
10504722,Tim Hortons,3276 ST CLAIR AVE E,Black Creek
10455447,ANDS CONVENIENCE STORE,3262 LAWRENCE AVE E,Beechborough-Greenbrook
10552856,Bangla Bazar Supermarket,2355 KINGSTON RD,Junction Area
10201197,NO FRILLS,449 CARLAW AVE,Englemount-Lawrence
9002887,CHINA WOK SUPERB CHINESE FOOD,1 YORK GATE BLVD,Annex
10483461,DUKE'S,382 YONGE ST,Wychwood
9394222,JENNY CRAIG,2383 BLOOR ST W,Cabbagetown-South St.James Town
10622671,RUSI,7 KING ST E,Pelmo Park-Humberlea
9016463,TOM JONES STEAK HOUSE,17 LEADER LANE,Pelmo Park-Humberlea
10500941,PARTY CITY,1225 FINCH AVE W,Mount Olive-Silverstone-Jamestown
10624772,A & Z GOURMET BURGERS,182 ROYAL YORK RD,Milliken
10620848,SUBWAY,6210 FINCH AVE W,Mount Pleasant East
10634913,THE SYDNEY GRIND,2883 LAKE SHORE BLVD W,Humewood-Cedarvale
9004827,EAST SIDE MARIO'S,12 LEBOVIC AVE,Black Creek
10536930,TIM HORTONS,99 WELLESLEY ST W,Wychwood
10419889,TOTAL HEALTH PHARMACY,2115 FINCH AVE W,Westminster-Branson
10366897,LEE'S VARIETY & TRADING,407 MORTIMER AVE,Princess-Rosethorn
10240189,BIG G 2 4 1 JERK CHICKEN,2200 MARTIN GROVE RD,Banbury-Don Mills
9391120,KHMER THAI RESTAURANT,1018 ST CLAIR AVE W,York University Heights
10624733,CHAINSMOKER,3509 BATHURST ST,Mount Dennis
10601590,ORGANIC GARAGE,43 JUNCTION RD,Maple Leaf
10313438,CATERING CLUB,601 MILNER AVE,Cliffcrest
10475465,SUNNY CONVENIENCE,176 ROYAL YORK RD,Milliken
10391541,PETRO CANADA,8 SOUTH KINGSWAY,Cabbagetown-South St.James Town
10587496,MIMI' CONVENIENCE,1686 DANFORTH AVE,Etobicoke West Mall
10474564,Bento Nouveau,3671 DUNDAS ST W,O'Connor-Parkview
10376649,DENTONIA PARK CO-OP NURSERY SCHOOL,140 DAWES RD,Long Branch
10489114,BAGEL & CO,120 ADELAIDE ST W,Wychwood
10374760,CAFELICIOUS,15 GERVAIS DR,South Parkdale
10395297,CREATIVE MINDS MONTESSORI ACADEMY #101,285 LAWSON RD,Humbermede
10454024,ABBY'S CONVENIENCE,675 QUEEN ST W,North Riverdale
